"","year","gp","country","log_senti","salience"
"1",1994,"USA","Czechia",-0.67116827384117,1.8935047050723
"2",1994,"FR","Czechia",0,0.45903144365389
"3",1994,"DE","Czechia",-0.159759219486868,6.19692448932752
"4",1994,"RU","Czechia",0.23638877806423,2.12302042689924
"5",1994,"UK","Czechia",0.143100843640673,0.77461556116594
"6",1994,"CN","Czechia",-0.587786664902119,0.258205187055313
"7",1995,"DE","Czechia",-0.665640534770112,7.97146550485948
"8",1995,"FR","Czechia",-0.0555698511548108,1.72356010915881
"9",1995,"RU","Czechia",0.264301623807717,5.74520036386269
"10",1995,"UK","Czechia",-0.176930708159078,1.14904007277254
"11",1995,"USA","Czechia",-0.0400053346136991,2.20232680614736
"12",1995,"CN","Czechia",0.310154928303839,0.430890027289702
"13",1996,"DE","Czechia",-0.843178390091965,8.52585258525853
"14",1996,"RU","Czechia",-0.291910408561302,2.24605793912725
"15",1996,"USA","Czechia",-0.326396584632471,2.88778877887789
"16",1996,"UK","Czechia",-0.158224005214894,1.74184085075174
"17",1996,"FR","Czechia",1.28519824424852,7.9987165383205
"18",1996,"CN","Czechia",0.646627164925052,0.595892922625596
"19",1997,"FR","Czechia",0.990398704027877,3
"20",1997,"DE","Czechia",-0.440761514897541,34.3421052631579
"21",1997,"CN","Czechia",0.743578034186837,0.789473684210526
"22",1997,"USA","Czechia",0,2.75
"23",1997,"UK","Czechia",0.100083458556983,2.07894736842105
"24",1997,"RU","Czechia",0.0856137527229917,3.43421052631579
"25",1998,"DE","Czechia",-0.458717266981048,12.497647280256
"26",1998,"RU","Czechia",0.778209619103794,5.00658761528327
"27",1998,"FR","Czechia",0.793951879681911,6.86994165255035
"28",1998,"USA","Czechia",-0.123444191091122,5.45830980613589
"29",1998,"UK","Czechia",0.227389842195661,1.91981931112366
"30",1998,"CN","Czechia",0.969400557188103,0.470543948804818
"31",1999,"DE","Czechia",-0.951287573911251,7.21380680407251
"32",1999,"RU","Czechia",0.587786664902119,1.89967717904147
"33",1999,"UK","Czechia",0.135341347869762,1.60168860193693
"34",1999,"USA","Czechia",0.402877784543213,3.33995530171343
"35",1999,"FR","Czechia",0.291520848758947,2.14800099329526
"36",1999,"CN","Czechia",0.510825623765991,0.658058107772535
"37",2000,"DE","Czechia",-0.920725328942021,7.02303288510185
"38",2000,"UK","Czechia",-0.537142932083364,1.83064838237252
"39",2000,"FR","Czechia",0.302280871872934,0.981893223272534
"40",2000,"USA","Czechia",0.771399377459693,2.21342031686859
"41",2000,"RU","Czechia",0.28312625591592,1.46451870589802
"42",2000,"CN","Czechia",-0.78845736036427,0.183064838237252
"43",2001,"DE","Czechia",-0.830157644303549,9.77009266079944
"44",2001,"CN","Czechia",-0.847297860387204,0.258468059809509
"45",2001,"FR","Czechia",0.615760516944525,2.0031274635237
"46",2001,"UK","Czechia",0,2.32621253828558
"47",2001,"USA","Czechia",0.326091520566652,2.19697850838083
"48",2001,"RU","Czechia",-0.0875558910243196,3.15331032967601
"49",2002,"DE","Czechia",-0.780420577726628,6.31989838594752
"50",2002,"RU","Czechia",0.303380981994885,2.35447194770594
"51",2002,"FR","Czechia",0.397301797469003,5.2665819882896
"52",2002,"USA","Czechia",0.124190380231384,4.41463490194864
"53",2002,"CN","Czechia",0.78845736036427,0.123919576195049
"54",2002,"UK","Czechia",-0.0678225963387611,1.71938411970631
"55",2003,"USA","Czechia",0.195060582571384,5.6193360432044
"56",2003,"UK","Czechia",-0.0347861160854155,2.08422095045081
"57",2003,"CN","Czechia",-0.167054084663166,0.161210460255864
"58",2003,"RU","Czechia",0,2.64845756134634
"59",2003,"DE","Czechia",-0.929089828792997,8.92415047844962
"60",2003,"FR","Czechia",1.50122432779387,2.65997259422176
"61",2004,"FR","Czechia",1.0277862360995,1.75113039387366
"62",2004,"USA","Czechia",0.652509534828119,4.28634902381015
"63",2004,"DE","Czechia",-0.721878438600426,7.09599853636863
"64",2004,"RU","Czechia",-0.37204911118832,1.96022059015708
"65",2004,"UK","Czechia",-0.139112802462718,1.39829068764538
"66",2004,"CN","Czechia",1.09861228866811,0.16988578448028
"67",2005,"USA","Czechia",0.587786664902119,3.34787221501827
"68",2005,"UK","Czechia",-0.270545790208794,2.71130496286691
"69",2005,"RU","Czechia",0.0285733724440559,1.3910173287752
"70",2005,"DE","Czechia",-0.670307688590123,4.53848874219026
"71",2005,"FR","Czechia",1.3798634707896,2.58163385594719
"72",2005,"CN","Czechia",-0.093090423066012,0.695508664387599
"73",2006,"DE","Czechia",-0.157467432453252,4.505490496516
"74",2006,"UK","Czechia",-0.158224005214894,1.14917368939477
"75",2006,"FR","Czechia",0.847297860387204,1.09445113275692
"76",2006,"USA","Czechia",0.183519879286063,6.11068549122615
"77",2006,"RU","Czechia",-0.148420005118273,2.35306993542738
"78",2006,"CN","Czechia",1.00097381910419,2.37131078764
"79",2007,"USA","Czechia",0.136575535005751,16.79098453292
"80",2007,"DE","Czechia",-0.528293316806382,8.42778262133101
"81",2007,"UK","Czechia",-0.0192313619278876,2.970712648132
"82",2007,"FR","Czechia",1.21163567707151,2.5670832122445
"83",2007,"RU","Czechia",0.293125744032957,7.08773289418451
"84",2007,"CN","Czechia",0.439366659783846,0.710387807162001
"85",2008,"USA","Czechia",0.318720291162763,14.5763953062612
"86",2008,"RU","Czechia",0.411507422564127,5.35281502275382
"87",2008,"DE","Czechia",-0.317921957641499,5.5794814569421
"88",2008,"UK","Czechia",0.646627164925052,2.23179258277684
"89",2008,"FR","Czechia",0.750776293396582,3.64409882656531
"90",2008,"CN","Czechia",0.662056593489914,1.91794675082385
"91",2009,"USA","Czechia",0.0574870909176816,5.52945578514115
"92",2009,"CN","Czechia",0.60077386042893,0.401890270097978
"93",2009,"DE","Czechia",-0.416160397224912,4.50394268213251
"94",2009,"UK","Czechia",0.17958557697508,1.59370279521612
"95",2009,"FR","Czechia",0.638488768022081,2.38362505023628
"96",2009,"RU","Czechia",0.515027310619691,2.64693246857634
"97",2010,"UK","Czechia",0.34754246037546,2.34187974881171
"98",2010,"FR","Czechia",1.33500106673234,1.49186413628005
"99",2010,"DE","Czechia",-0.483978373729803,5.01335738819693
"100",2010,"RU","Czechia",-0.167054084663166,1.59594768067169
"101",2010,"USA","Czechia",0,4.614370468029
"102",2010,"CN","Czechia",0.392042087776024,0.867362869930264
"103",2011,"DE","Czechia",-0.718641029386165,6.15565575377377
"104",2011,"RU","Czechia",-0.253988226665308,1.90812259034176
"105",2011,"USA","Czechia",0.113023388403395,3.25426386982945
"106",2011,"CN","Czechia",0.714653385780909,0.627327974906881
"107",2011,"FR","Czechia",0.928975891401471,2.45703456838528
"108",2011,"UK","Czechia",-0.0449513878622663,1.90812259034176
"109",2012,"RU","Czechia",-0.373513508301562,1.32215554942101
"110",2012,"FR","Czechia",1.19279950372781,2.06314382437125
"111",2012,"DE","Czechia",-0.957155506228003,7.06118238481991
"112",2012,"UK","Czechia",0.109698917256425,1.62726836851817
"113",2012,"USA","Czechia",-0.137470990628603,2.48449009836256
"114",2012,"CN","Czechia",-0.482851771723585,0.958926002876778
"115",2013,"USA","Czechia",0.510825623765991,1.35060174131153
"116",2013,"UK","Czechia",-0.093090423066012,1.71237006487712
"117",2013,"DE","Czechia",-0.471019373365571,5.83652895352483
"118",2013,"FR","Czechia",0.902867711542014,7.30772013602489
"119",2013,"CN","Czechia",0.510825623765991,0.434121988278706
"120",2013,"RU","Czechia",0,1.2058944118853
"121",2014,"USA","Czechia",0.159276267676071,3.5078498137526
"122",2014,"UK","Czechia",0.161969327945056,1.61109714573002
"123",2014,"DE","Czechia",-0.823819159004266,5.30176649374986
"124",2014,"RU","Czechia",0.650041011374469,12.2603350167965
"125",2014,"FR","Czechia",0.151230969723923,1.37114650700427
"126",2014,"CN","Czechia",0.0312525435041045,1.18832697273704
"127",2015,"FR","Czechia",0.760450862456052,2.58762382835058
"128",2015,"DE","Czechia",-0.542187078970042,7.67402603171783
"129",2015,"CN","Czechia",-0.49783842823918,0.899560215005997
"130",2015,"USA","Czechia",0.177258254837408,3.84256585669228
"131",2015,"UK","Czechia",-0.284931039079891,1.8546488383457
"132",2015,"RU","Czechia",0.589644538172237,5.25298742836835
"133",2016,"DE","Czechia",-0.70631313974225,9.63131411872447
"134",2016,"USA","Czechia",0.0245914031373221,4.2394245907206
"135",2016,"UK","Czechia",-0.5537276453102,4.66130907669037
"136",2016,"RU","Czechia",0.334578296661142,2.61362583991027
"137",2016,"FR","Czechia",0.567609435616168,2.59304610888736
"138",2016,"CN","Czechia",0.0209212651606397,7.44986263029542
"139",2017,"USA","Czechia",0.54595547105699,5.2940409440605
"140",2017,"DE","Czechia",-0.212332635209994,5.8938583909245
"141",2017,"UK","Czechia",-0.0279738520424062,3.39027252575303
"142",2017,"FR","Czechia",0.0697957619355419,2.4775068457426
"143",2017,"CN","Czechia",-0.491594261838103,1.33002999087234
"144",2017,"RU","Czechia",0.806224325178916,2.20367714173947
"145",2018,"DE","Czechia",-0.364561650511004,6.27908530204182
"146",2018,"UK","Czechia",-0.381613892285984,2.19322660372737
"147",2018,"USA","Czechia",0.339769848842769,4.5089176371045
"148",2018,"FR","Czechia",0.805625163986636,4.74271336643584
"149",2018,"RU","Czechia",0.333095281111483,6.10095522255127
"150",2018,"CN","Czechia",0.181048482147157,1.91489835452339
"151",2019,"DE","Czechia",-0.535737944145887,6.25632443371993
"152",2019,"FR","Czechia",0.360282885314932,2.01408889234841
"153",2019,"UK","Czechia",-0.0707365510917782,3.29843543239667
"154",2019,"RU","Czechia",0.219724744565424,4.84548921927298
"155",2019,"CN","Czechia",0.42977569760878,2.46166420175917
"156",2019,"USA","Czechia",-0.146327954146049,3.31789522845801
"157",2020,"CN","Czechia",0.680375614880458,3.9283006150476
"158",2020,"DE","Czechia",-0.456080972188675,8.27786671160165
"159",2020,"FR","Czechia",1.06830693917278,2.62237762237762
"160",2020,"USA","Czechia",0.333238604054148,3.88617406689696
"161",2020,"UK","Czechia",0.329023412608222,1.52708737046086
"162",2020,"RU","Czechia",0.231801614057324,7.34055101524981
"163",2021,"CN","Czechia",0.963793065859158,3.26993575087177
"164",2021,"USA","Czechia",0.235652401005919,3.34657487003283
"165",2021,"UK","Czechia",0.441125288507049,2.43967862662698
"166",2021,"RU","Czechia",0.624080971094889,11.8279707238565
"167",2021,"DE","Czechia",-0.488262216911018,6.04171722719667
"168",2021,"FR","Czechia",0.819027426448948,1.72438018112378
