"","year","country","gp","X","npos","nneg","nneu","nmention","add_senti","import","export","merleg","eu","n_merleg","n_import","n_export","leftright","valasztasi_ev","log_senti","salience"
"1",1994,"Czechia","CN",8,2,3,4,9,-0.111111111111111,101833.624,85498.992,-16334.632,0,1.01506068447781,-1.01085168641208,-0.94369315864009,1,0,-0.587786664902119,0.258205187055313
"2",1994,"Czechia","DE",7,30,31,51,112,-0.00892857142857143,3795427.584,4153086.72,357659.136,0,-0.954794754993706,-1.54007053889528,-1.35732109223948,1,0,-0.159759219486868,6.19692448932752
"3",1994,"Czechia","FR",9,1,0,17,18,0.0555555555555556,547951.104,359271.776,-188679.328,0,-0.952284158058486,-1.6074834557839,-1.30903498127284,1,0,0,0.45903144365389
"4",1994,"Czechia","RU",10,17,8,20,45,0.2,1256498.176,548103.616,-708394.56,0,0.848133480403616,-1.26649094346294,-1.02819892276272,1,0,0.23638877806423,2.12302042689924
"5",1994,"Czechia","UK",12,7,5,13,25,0.08,452211.584,392569.248,-59642.336,0,-1.15865856131877,-1.65623289996708,-1.34593050271197,1,0,0.143100843640673,0.77461556116594
"6",1994,"Czechia","USA",11,14,14,37,65,0,506686.336,302512.928,-204173.408,0,-0.125916730331046,-1.45114597759558,-1.29855697359079,1,0,-0.67116827384117,1.8935047050723
"7",1994,"Hungary","CN",13,4,9,21,34,-0.147058823529412,99175,11720,-87455,0,1.41748605046671,-1.41336716542073,-1.12801759914039,0,0,-0.587786664902119,1.12202862775899
"8",1994,"Hungary","DE",14,13,15,8,36,-0.0555555555555556,3402866,3017454,-385412,0,-1.69542110297365,-1.58299295141294,-1.67104186563169,0,0,-0.422856850820034,1.65098498084537
"9",1994,"Hungary","FR",15,16,2,24,42,0.333333333333333,497164,379665,-117499,0,-0.953826126457739,-1.72195795720453,-1.64185491817774,0,0,0.676886659688165,1.31437639251767
"10",1994,"Hungary","RU",16,15,7,31,53,0.150943396226415,1745839,807038,-938801,0,1.07677803867061,-1.04315099786713,-0.866491519979575,0,0,0.083381608939051,1.93950662798339
"11",1994,"Hungary","UK",18,5,5,10,20,0,571116,464736,-106380,0,-1.4104268205735,-1.64611283835771,-1.55110824480335,0,0,-0.769133087537867,0.705275137448507
"12",1994,"Hungary","USA",17,29,9,37,75,0.266666666666667,451717,430467,-21250,0,-1.02232737439158,-1.76264276288886,-1.51416676561278,0,0,0.341303163890879,1.90744866719028
"13",1995,"Czechia","CN",20,7,8,6,21,-0.0476190476190476,209513.776,94641.312,-114872.464,0,1.00485615744467,-1.00072133485776,-0.934544989509738,1,0,0.310154928303839,0.430890027289702
"14",1995,"Czechia","DE",22,35,57,98,190,-0.115789473684211,8015698.432,8144916.992,129218.56,0,-0.982866857712235,-1.24720979366652,-1.17649134438385,1,0,-0.665640534770112,7.97146550485948
"15",1995,"Czechia","FR",24,12,19,30,61,-0.114754098360656,1018422.4,570171.52,-448250.88,0,-1.08161198075229,-1.35012279508556,-1.25211100612558,1,0,-0.0555698511548108,1.72356010915881
"16",1995,"Czechia","RU",19,57,30,90,177,0.152542372881356,1879137.792,631930.304,-1247207.488,0,0.412825794793828,-1.00548954989186,-0.984481053008224,1,0,0.264301623807717,5.74520036386269
"17",1995,"Czechia","UK",23,10,10,13,33,0,953369.984,687870.72,-265499.264,0,-1.24690428233964,-1.19309941409278,-1.25751081129631,1,0,-0.176930708159078,1.14904007277254
"18",1995,"Czechia","USA",21,18,21,45,84,-0.0357142857142857,853075.456,415505.856,-437569.6,0,-0.816822948087408,-1.19201236245234,-1.2245384835617,1,0,-0.0400053346136991,2.20232680614736
"19",1995,"Hungary","CN",25,15,15,8,38,0,126090,21879,-104211,0,1.40906403747609,-1.40356231009404,-1.11720297742518,0,0,0.251314428280906,0.194384572725558
"20",1995,"Hungary","DE",27,45,60,88,193,-0.077720207253886,3602394.88,3633420.032,31025.1520000002,0,-1.43154208050798,-1.5619471618656,-1.61283475260373,0,0,-0.35707972030532,2.89861701093699
"21",1995,"Hungary","FR",28,53,27,78,158,0.164556962025316,605937.984,513500,-92437.9840000001,0,-0.912673205127464,-1.64638213873823,-1.57002682908434,0,0,0.256107726853186,2.21255381308208
"22",1995,"Hungary","RU",26,85,54,95,234,0.132478632478632,1753588.992,802572.992,-951016,0,1.06895764101995,-1.0400993734833,-0.870490985654783,0,0,-0.0153064212826755,3.30453773633448
"23",1995,"Hungary","UK",30,22,16,25,63,0.0952380952380952,441336.992,382928.992,-58408,0,-1.36931858506955,-1.88170196178308,-1.60081665348988,0,0,0.0755075525081451,0.468809851867521
"24",1995,"Hungary","USA",29,136,59,209,404,0.190594059405941,474068.992,393596,-80472.992,0,-1.11822795648881,-1.72708251275657,-1.54626572699191,0,0,-0.14671570133974,4.22500586012315
"25",1996,"Czechia","CN",36,9,9,10,28,0,298185.44,71415.744,-226769.696,0,0.993268137841436,-0.992379267052863,-0.957785416908089,1,0,0.646627164925052,0.595892922625596
"26",1996,"Czechia","DE",31,34,63,91,188,-0.154255319148936,8262071.296,7891972.096,-370099.2,0,-1.04422591963259,-1.23011303775822,-1.18794973781453,1,0,-0.843178390091965,8.52585258525853
"27",1996,"Czechia","FR",34,19,3,296,318,0.050314465408805,1162057.984,628185.088,-533872.896,0,-1.12427192872661,-1.27155020391513,-1.2364525570426,1,0,1.28519824424852,7.9987165383205
"28",1996,"Czechia","RU",33,21,18,20,59,0.0508474576271186,2059830.144,692735.616,-1367094.528,0,0.315968894736285,-0.929745966496689,-0.952769449295604,1,0,-0.291910408561302,2.24605793912725
"29",1996,"Czechia","UK",35,15,14,33,62,0.0161290322580645,1042892.416,551767.744,-491124.672,0,-1.34362425675599,-1.1103694109718,-1.29826300618775,1,0,-0.158224005214894,1.74184085075174
"30",1996,"Czechia","USA",32,24,24,67,115,0,939904.192,463153.376,-476750.816,0,-0.932808326947638,-1.12705580649008,-1.19332593294941,1,0,-0.326396584632471,2.88778877887789
"31",1996,"Hungary","CN",40,38,32,43,113,0.0530973451327434,191444,15197,-176247,0,1.37285682049159,-1.37975452577227,-1.12431620730027,0,0,1.29928298413026,0.474035338086993
"32",1996,"Hungary","DE",39,56,88,107,251,-0.127490039840637,3796622.08,3754592,-42030.0800000001,0,-1.47783416351157,-1.54146057979502,-1.60138433152402,0,0,-0.289931792185796,3.00388708977231
"33",1996,"Hungary","FR",37,60,11,101,172,0.284883720930233,683476.992,479454.016,-204022.976,0,-1.09590793102267,-1.59250828235117,-1.58829901477586,0,0,0.270453768491603,1.82628351305094
"34",1996,"Hungary","RU",42,79,42,72,193,0.191709844559585,1989187.968,752337.024,-1236850.944,0,0.885957810931312,-0.947330299661592,-0.91548911996425,0,0,0.0359012915065444,2.91905971348306
"35",1996,"Hungary","UK",38,17,11,33,61,0.0983606557377049,525320,377849.984,-147470.016,0,-1.44563773641167,-1.72924677244039,-1.60390281214008,0,0,-0.0500104205746614,0.409167344454036
"36",1996,"Hungary","USA",41,93,46,164,303,0.155115511551155,566001.024,449439.008,-116562.016,0,-1.17666739516021,-1.58082592618073,-1.49765021460856,0,0,-0.0267574491695493,2.54482128867754
"37",1997,"Czechia","CN",44,26,17,15,58,0.155172413793103,377578.112,48360.204,-329217.908,0,0.982658653873391,-0.984910149826911,-0.980855707524869,1,1,0.743578034186837,0.789473684210526
"38",1997,"Czechia","DE",47,229,336,387,952,-0.112394957983193,8671922.176,8131521.536,-540400.640000001,0,-1.06515354816735,-1.20167191668507,-1.17709815799211,1,1,-0.440761514897541,34.3421052631579
"39",1997,"Czechia","FR",45,65,19,91,175,0.262857142857143,1120710.528,724810.048,-395900.48,0,-1.05552914079165,-1.29416839270758,-1.21037250252321,1,1,0.990398704027877,3
"40",1997,"Czechia","RU",48,65,51,62,178,0.0786516853932584,1843298.688,771280.576,-1072018.112,0,0.554361526115373,-1.0205127765674,-0.911806142584118,1,1,0.0856137527229917,3.43421052631579
"41",1997,"Czechia","UK",46,44,35,52,131,0.0687022900763359,1054879.616,688764.928,-366114.688,0,-1.29003560040099,-1.09929172830326,-1.25724306594819,1,1,0.100083458556983,2.07894736842105
"42",1997,"Czechia","USA",43,45,33,115,193,0.0621761658031088,1030327.36,583262.08,-447065.28,0,-0.844932337095026,-1.05941025683614,-1.11464609814213,1,1,0,2.75
"43",1997,"Hungary","CN",52,19,22,21,62,-0.0483870967741935,287950.016,15251,-272699.016,0,1.32437746194996,-1.34459838514306,-1.12425872235366,0,1,0.0976384695639161,0.340330172625935
"44",1997,"Hungary","DE",51,54,55,94,203,-0.00492610837438424,5694905.856,7033150.976,1338245.12,0,-0.603210780942648,-1.34123452304153,-1.29156943432064,0,1,-0.419003776440963,2.94254703101193
"45",1997,"Hungary","FR",53,57,9,93,159,0.30188679245283,924582.976,706099.968,-218483.008,0,-1.11965288052229,-1.4249886107547,-1.46666008898729,0,1,0.633904346997085,1.67547161908153
"46",1997,"Hungary","RU",54,173,76,131,380,0.255263157894737,1833489.024,947353.984,-886135.04,0,1.11049631536758,-1.00863806540459,-0.740805527548871,0,1,0.356165476321361,5.2410846584394
"47",1997,"Hungary","UK",50,24,11,44,79,0.164556962025316,723342.016,630057.984,-93284.0319999999,0,-1.39920460476644,-1.36977543815215,-1.45065361449171,0,1,0.460815203191329,0.570707520249645
"48",1997,"Hungary","USA",49,63,24,153,240,0.1625,793585.984,589136,-204449.984,0,-1.31898555582563,-1.21875626796195,-1.37603354158671,0,1,-0.00787405643090588,2.61792440481489
"49",1998,"Czechia","CN",57,16,8,11,35,0.228571428571429,519306.72,45277.192,-474029.528,0,0.967662037233788,-0.971576581869618,-0.983940691993462,1,0,0.969400557188103,0.470543948804818
"50",1998,"Czechia","DE",56,84,123,168,375,-0.104,10953738.24,11498596.352,544858.112,0,-0.931790659245517,-1.04332796743483,-1.02456980670946,1,0,-0.458717266981048,12.497647280256
"51",1998,"Czechia","FR",58,26,18,305,349,0.0229226361031519,1332937.088,940012.864,-392924.224,0,-1.05404626369941,-1.17807466251891,-1.15228708469735,1,0,0.793951879681911,6.86994165255035
"52",1998,"Czechia","RU",59,96,40,86,222,0.252252252252252,1593678.336,681875.584,-911802.752,0,0.683799729871203,-1.12514996646266,-0.95843324773299,1,0,0.778209619103794,5.00658761528327
"53",1998,"Czechia","UK",55,24,17,47,88,0.0795454545454545,1151128.704,930451.584,-220677.12,0,-1.2276901492356,-1.01034544777067,-1.18487681799802,1,0,0.227389842195661,1.91981931112366
"54",1998,"Czechia","USA",60,60,67,182,309,-0.0226537216828479,1118473.728,620919.104,-497554.624,0,-0.994392366417354,-0.993467980700019,-1.08997804054946,1,0,-0.123444191091122,5.45830980613589
"55",1998,"Hungary","CN",62,5,3,2,10,0.2,434099.008,18850,-415249.008,0,1.25272802983986,-1.29135782327417,-1.12042745711564,1,0,0.23638877806423,0.150242641866615
"56",1998,"Hungary","DE",66,34,40,78,152,-0.0394736842105263,7233585.152,8356772.864,1123187.712,0,-0.73948377753888,-1.17893861557952,-1.16649076952651,1,0,-0.367724780125317,2.74944034615905
"57",1998,"Hungary","FR",64,29,2,50,81,0.333333333333333,1229133.056,864875.008,-364258.048,0,-1.35903139386899,-1.21338818284378,-1.38144689573495,1,0,-1.17364747461102,2.08837272194594
"58",1998,"Hungary","RU",65,36,12,27,75,0.32,1533264,643283.008,-889980.992,0,1.1080340252337,-1.12685418793384,-1.01317266134549,1,0,0.619039208406224,1.69022972099941
"59",1998,"Hungary","UK",61,15,7,17,39,0.205128205128205,872459.008,809163.008,-63296,0,-1.37350721708704,-1.09908188012227,-1.34182399281916,1,0,0.108213584640233,0.51082498234649
"60",1998,"Hungary","USA",63,45,20,110,175,0.142857142857143,985817.984,1034347.008,48529.024,0,-0.9093332686602,-0.912930370948756,-0.988444082354356,1,0,-0.0976384695639161,1.84798449495936
"61",1999,"Czechia","CN",70,16,12,14,42,0.0952380952380952,564735.819,58689.854,-506045.965,0,0.964346431539612,-0.967302695409412,-0.970519448757145,0,0,0.510825623765991,0.658058107772535
"62",1999,"Czechia","DE",67,70,71,106,247,-0.00404858299595142,9770483.614,11293301.152,1522817.538,0,-0.811613333737349,-1.12543853427912,-1.0338696708626,0,0,-0.951287573911251,7.21380680407251
"63",1999,"Czechia","FR",72,36,21,77,134,0.111940298507463,1541327.056,1044976.011,-496351.045,0,-1.10557720175872,-1.06407965303934,-1.12395646912673,0,0,0.291520848758947,2.14800099329526
"64",1999,"Czechia","RU",69,48,21,39,108,0.25,1389652.849,384866.107,-1004786.742,0,0.608677839912275,-1.21067445777774,-1.11333166900113,0,0,0.587786664902119,1.89967717904147
"65",1999,"Czechia","UK",68,29,22,54,105,0.0666666666666667,1093514.603,904914.226,-188600.377,0,-1.21393965105447,-1.06358813397855,-1.19252325910324,0,0,0.135341347869762,1.60168860193693
"66",1999,"Czechia","USA",71,83,41,128,252,0.166666666666667,1177306.614,653242.865,-524063.749,0,-1.07286545174422,-0.949455113210155,-1.06880365358888,0,0,0.402877784543213,3.33995530171343
"67",1999,"Hungary","CN",74,13,8,15,36,0.138888888888889,610175,70780,-539395,0,1.19032893952251,-1.22721516572027,-1.0651461001247,1,0,0,0.769522254933396
"68",1999,"Hungary","DE",77,45,56,87,188,-0.0585106382978723,8188800,9599872,1411072,0,-0.557063395169477,-1.07818502710897,-1.04902128556947,1,0,-0.179855464298761,2.33771533506282
"69",1999,"Hungary","FR",75,48,5,83,136,0.316176470588235,1313590,1123372,-190218,0,-1.07323865491294,-1.15470776650488,-1.24271379175056,1,0,0.409121419311275,1.45742851313143
"70",1999,"Hungary","RU",78,48,29,38,115,0.165217391304348,1631062,356233,-1274829,0,0.861643156824161,-1.08834540476487,-1.27029351175924,1,0,0.189963136180921,2.47179875827091
"71",1999,"Hungary","UK",73,14,17,43,74,-0.0405405405405405,852992,1119770,266778,0,-1.09065972843262,-1.13442053327667,-1.15308980394341,1,0,-0.653926467406664,0.769522254933396
"72",1999,"Hungary","USA",76,65,55,154,274,0.0364963503649635,967904,1297182,329278,0,-0.454712701337273,-0.941430101617323,-0.759626576528851,1,0,-0.130798403768454,2.51843647069111
"73",2000,"Czechia","CN",83,2,5,5,12,-0.25,694820.049,66119.751,-628700.298,0,0.951644412107834,-0.955064609215289,-0.96308479821143,0,0,-0.78845736036427,0.183064838237252
"74",2000,"Czechia","DE",82,35,54,117,206,-0.0922330097087379,10379564.209,11752223.351,1372659.142,0,-0.830065668214747,-1.08317210082483,-1.01308051404082,0,0,-0.920725328942021,7.02303288510185
"75",2000,"Czechia","FR",84,9,4,37,50,0.1,1597391.139,1168312.831,-429078.308,0,-1.07205952027234,-1.03341106695343,-1.09066661327739,0,0,0.302280871872934,0.981893223272534
"76",2000,"Czechia","RU",81,25,10,19,54,0.277777777777778,2079208.618,386505.014,-1692703.604,0,0.0529088864821742,-0.921622794457342,-1.1124769349722,0,0,0.28312625591592,1.46451870589802
"77",2000,"Czechia","UK",79,17,23,46,86,-0.0697674418604651,1330436.147,1246422.548,-84013.5990000002,0,-1.16910591277067,-0.84464278545912,-1.09026823056373,0,0,-0.537142932083364,1.83064838237252
"78",2000,"Czechia","USA",80,41,16,67,124,0.201612903225806,1420801.481,818242.578,-602558.903,0,-1.30522909700173,-0.76729666333005,-0.960716981018596,0,0,0.771399377459693,2.21342031686859
"79",2000,"Hungary","CN",90,14,6,8,28,0.285714285714286,938818,40640,-898178,0,1.00999502410035,-1.10749392963894,-1.09723121662204,1,0,0.719122666963206,0.213925351936916
"80",2000,"Hungary","DE",88,48,59,89,196,-0.0561224489795918,8213042,10471263,2258221,0,-0.0202600649930905,-1.07562804372789,-0.966677208471809,1,0,-0.282806392388297,2.73349060808281
"81",2000,"Hungary","FR",86,50,14,73,137,0.262773722627737,1401018,1470547,69529,0,-0.646705753901466,-1.09396306989736,-1.05638796643581,1,0,0.542324290825362,1.25978262807295
"82",2000,"Hungary","RU",89,45,26,39,110,0.172727272727273,2588598,455388,-2133210,0,0.31208271836595,-0.711307569630364,-1.1814768693198,1,0,0.356177307700545,2.00257898896502
"83",2000,"Hungary","UK",85,13,19,34,66,-0.0909090909090909,1017082,1156318,139236,0,-1.19995320322301,-0.836546324969658,-1.13088213536965,1,0,-0.573345980747325,0.445677816535241
"84",2000,"Hungary","USA",87,43,31,136,210,0.0571428571428571,1223605,1475016,251411,0,-0.580803774651586,-0.534630049117369,-0.604808787537602,1,0,-0.27827971977339,2.41854495106458
"85",2001,"Czechia","CN",93,3,7,6,16,-0.25,1068089.261,80560.683,-987528.578,0,0.914484340598325,-0.919948125149017,-0.948634627102137,0,1,-0.847297860387204,0.258468059809509
"86",2001,"Czechia","DE",96,68,80,186,334,-0.0359281437125748,12013812.135,12736693.479,722881.344000001,0,-0.9099141321307,-0.969765382930477,-0.968484057556601,0,1,-0.830157644303549,9.77009266079944
"87",2001,"Czechia","FR",92,36,21,77,134,0.111940298507463,1751471.385,1430236.895,-321234.49,0,-1.01832787647137,-0.949124960131889,-1.01997065781143,0,1,0.615760516944525,2.0031274635237
"88",2001,"Czechia","RU",91,42,38,67,147,0.0272108843537415,1997181.588,487367.118,-1509814.47,0,0.200665262596295,-0.956007322184689,-1.05987463812568,0,1,-0.0875558910243196,3.15331032967601
"89",2001,"Czechia","UK",94,35,34,70,139,0.00719424460431655,1456901.731,1823588.972,366687.241,0,-0.975901724906207,-0.727772656651444,-0.917452034423818,0,1,0,2.32621253828558
"90",2001,"Czechia","USA",95,44,28,68,140,0.114285714285714,1451762.48,998206.234,-453556.246,0,-0.864147084046189,-0.744134747622893,-0.842827850141002,0,1,0.326091520566652,2.19697850838083
"91",2001,"Hungary","CN",102,9,12,7,28,-0.107142857142857,1333574,112698,-1220876,0,0.84779839315936,-0.963688413408505,-1.02052287804986,1,1,-0.215111379616946,0.23749529353839
"92",2001,"Hungary","DE",99,63,82,94,239,-0.0794979079497908,8392524,10858885,2466361,0,0.111629655874092,-1.05669674716802,-0.930047984790652,1,1,-0.474124256915563,3.77675442407391
"93",2001,"Hungary","FR",98,62,17,102,181,0.248618784530387,1579152,1818804,239652,0,-0.367345234939647,-0.970196132697794,-0.869481441062041,1,1,0.66168391110416,2.03898398354911
"94",2001,"Hungary","RU",101,55,39,46,140,0.114285714285714,2369318,472337,-1896981,0,0.463323382845412,-0.797650909711879,-1.16629505022135,1,1,-0.277631736598279,2.07953196049469
"95",2001,"Hungary","UK",97,17,12,35,64,0.078125,992732,1314461,321729,0,-1.04357103817211,-0.880749122046115,-1.03478967254648,1,1,-0.157185583522412,0.532916268427607
"96",2001,"Hungary","USA",100,110,38,185,333,0.216216216216216,1424236,1525300,101064,0,-0.824262680216036,-0.215442007877333,-0.561032807119706,1,1,-0.262570471293668,4.1822341935297
"97",2002,"Czechia","CN",105,3,1,0,4,0.5,2151254.396,153821.833,-1997432.563,0,0.809899205055669,-0.818045932357481,-0.875326605627926,0,0,0.78845736036427,0.123919576195049
"98",2002,"Czechia","DE",108,41,36,91,168,0.0297619047619048,14882863.566,15442115.586,559252.02,0,-0.930021852359402,-0.77067092419912,-0.84592854689689,0,0,-0.780420577726628,6.31989838594752
"99",2002,"Czechia","FR",104,28,20,278,326,0.0245398773006135,2235029.404,2015192.95,-219836.454,0,-0.967807751595333,-0.684605504186544,-0.862085098988445,0,0,0.397301797469003,5.2665819882896
"100",2002,"Czechia","RU",103,26,15,44,85,0.129411764705882,3262127.89,592707.09,-2669420.8,0,-0.736182243280106,-0.425760387793386,-1.00493701282146,0,0,0.303380981994885,2.35447194770594
"101",2002,"Czechia","UK",106,19,18,53,90,0.0111111111111111,1456616.188,2741042.327,1284426.139,0,-0.582489992059837,-0.728036534349507,-0.642746520807694,0,0,-0.0678225963387611,1.71938411970631
"102",2002,"Czechia","USA",107,52,30,161,243,0.0905349794238683,1512896.929,1524845.386,11948.4569999999,0,0.513853520597473,-0.69840008142102,-0.497841349558945,0,0,0.124190380231384,4.41463490194864
"103",2002,"Hungary","CN",114,3,1,1,5,0.4,2084885,154693,-1930192,0,0.491277232592704,-0.689993609011342,-0.975817686699303,0,0,0.336472236621213,0.0632501067345551
"104",2002,"Hungary","DE",113,33,33,37,103,0,9144482,12162077,3017595,0,0.460923873191766,-0.977382164655235,-0.806899888791211,0,0,0.0972989109867995,1.70775288183299
"105",2002,"Hungary","FR",111,14,4,56,74,0.135135135135135,1808097,1945066,136969,0,-0.535961919153754,-0.811125874144378,-0.801717715690425,0,0,0.306730267422475,1.04362676112016
"106",2002,"Hungary","RU",112,50,32,40,122,0.147540983606557,2283973,454853,-1829120,0,0.506769965323604,-0.831256219631876,-1.1819560877526,0,0,0.389464766761723,2.41931658259673
"107",2002,"Hungary","UK",109,10,11,12,33,-0.0303030303030303,1069007,1615087,546080,0,-0.851319855324907,-0.742286356255284,-0.852120235842495,0,0,-0.160342650075179,0.308344270330956
"108",2002,"Hungary","USA",110,51,37,99,187,0.0748663101604278,1379103,1199374,-179729,0,-1.27895453619027,-0.287245038641704,-0.844775751071718,0,0,-0.226452986215577,2.64069195616768
"109",2003,"Czechia","CN",120,2,3,7,12,-0.0833333333333333,2681354.656,243341.505,-2438013.151,0,0.764272906716581,-0.768175070428968,-0.785749660175387,0,0,-0.167054084663166,0.161210460255864
"110",2003,"Czechia","DE",121,74,113,144,331,-0.117824773413897,16685346.103,18025634.572,1340288.469,0,-0.834043564232326,-0.645589762809254,-0.72889524262653,0,0,-0.929089828792997,8.92415047844962
